query_id,query,doc_type,difficulty,ground_truth_answer,source_doc,page_no,section_ref,expected_citations,is_answerable,doc_title,key_terms,confidence,chunk_id,text_used
Q081,"How does the statutory period for assessing a deficiency attributable to an activity, as outlined in IRC §183, interact with the general provisions of law or rules of law that would otherwise prevent such an assessment, particularly in cases where a taxpayer has made an election under paragraph (1) with respect to that activity?",act,interpretive,"The statutory period for assessing a deficiency attributable to an activity does not expire before the expiration of 2 years after the date prescribed by law for filing the return of tax under chapter 1 for the last taxable year in the period of 5 taxable years (or 7 taxable years) to which the election relates, and such deficiency may be assessed notwithstanding the provisions of any law or rule of law which would otherwise prevent such an assessment.",act_sec183,2,IRC §183,"act_sec183, p.2",yes,IRC Section 183 - Hobby Loss Rules,"statutory period, deficiency, election, assessment",high,act_sec183_p2_c3,"Page 913 TITLE 26—INTERNAL REVENUE CODE [§ 185 such terms and conditions, as the Secretary may prescribe. (4) Time for assessing deficiency attributable to activity If a taxpayer makes an election under para- graph (1) with respect to an activity, the stat- utory period for the assessment of any def..."
Q082,How did the court in Cheek v. United States interpret the willfulness requirement in the context of a defendant's good faith belief about the constitutionality of the income tax law as applied to them?,judgment,interpretive,"The court held that the Murdock-Pomponio line of cases does not support the position that a defendant's good faith belief about the constitutionality of the income tax law as applied to them is a valid defense to a charge of willfulness, even if the defendant's constitutional arguments are objectively reasonable or frivolous.",judgment_11_cheek_v_united_states,8,,"judgment_11_cheek_v_united_states, p.8",yes,Cheek v. United States (1991),"willfulness, good faith, constitutionality",high,judgment_11_cheek_v_united_states_p8_c8,"575 , 108 S.Ct. 1392, 1397, 99 L.Ed.2d 645 (1988); Crowell v. Benson, 285 U.S. 22 , 62 , and n. 30, 52 S.Ct. 285, 296, and n. 30, 76 L.Ed. 598 (1932); Public Citizen v. Department of Justice, 491 U.S. 440 , 465 -466, 109 S.Ct. 2558, 2572-2573, 105 L.Ed.2d 377 (1989). 25 It was therefore error to ins..."
Q083,"What implications does the transfer to a controlled corporation under IRC §351 have on the tax treatment of the transferor's assets, and how does this provision balance the interests of the transferor and the controlled corporation?",act,interpretive,"The text does not provide explicit information on the tax treatment of assets or the balance of interests, but IRC §351 generally allows for tax-free transfer of assets to a controlled corporation, implying that the provision aims to facilitate corporate reorganizations while maintaining tax neutrality.",act_sec351,3,IRC §351,"act_sec351, p.3",yes,IRC Section 351 - Transfer to Controlled Corporation,"controlled corporation, tax-free transfer, corporate reorganizations",low,act_sec351_p3_c3,Browse • A to Z • Category • Date • Committee • Author About • About • Policies • Authentication • Digital Preservation • History • Agency Submission • U.S. Government Information • FDsys Retirement Developers • Developer Hub • API • Bulk Data Repository • Link Service • Feeds • Sitemaps • System De...
Q084,"How does the Board distinguish between 'allowances' and 'compensation' in the context of determining taxable income, as evident from the decisions cited in the case?",judgment,interpretive,"The Board distinguishes between 'allowances' and 'compensation' by considering whether the value of goods or services provided to the employee is for the convenience and benefit of the employer or constitutes payment for services rendered, as seen in the contrast between the Arthur Benaglia and Percy M. Chandler cases.",judgment_25_benaglia_v_commissioner,2,,"judgment_25_benaglia_v_commissioner, p.2",yes,Benaglia v. Commissioner (1937),"allowances, compensation, taxable income",high,judgment_25_benaglia_v_commissioner_p2_c2,"e taxable income. This regulation was based upon the decision in Jones v. United States, 60 Ct. Cls. 552, which held that the rental value of quarters occupied by an Army officer and the cash received by him for commutation of quarters did not constitute income taxable under the Revenue Act of 1921...."
Q085,"How does the limitation on the exclusion under § 121 due to prior depreciation deductions relate to the deductibility of losses under § 165, particularly for losses of property not connected with a trade or business?",pov,multi_hop,"The limitation on the exclusion under § 121 due to prior depreciation deductions, as stated in § 1.121-1(d) and § 1250(b)(3), implies that any gain in excess of depreciation deductions is subject to taxation. Meanwhile, § 165(c) allows deductions for losses of property not connected with a trade or business, but only if they arise from specific casualties or theft. The connection between these concepts lies in understanding that while depreciation deductions can limit the exclusion under § 121, actual losses of property may be deductible under § 165, depending on their nature and cause.",pov_crs_02_business_expense,9,,"pov_crs_02_business_expense, p.9",yes,Crs Report: 02 Business Expense,"§ 121, § 165, depreciation deductions, losses of property",high,pov_crs_02_business_expense_p9_c9,"9 § 1.121-1(d). Thus, if the taxpayer’s adjusted basis in the dwelling unit reflects any prior depreciation deductions allowed or allowable on the dwelling unit, then the exclusion under § 121 is limited to the gain in excess of the depreciation deductions allowed or allowable. See § 1250(b)(3). Sec..."
Q086,"How does the court's interpretation of the Fifth Amendment's protection against self-incrimination relate to the government's role in upholding the law, as discussed in the context of Olmstead v. United States?",judgment,interpretive,"The court's interpretation suggests that the government's adherence to the law is crucial in maintaining the rule of law and preventing contempt for the law, implying that the Fifth Amendment's protection is essential in ensuring the government does not become a lawbreaker and thereby undermine its own authority.",judgment_29_davis_v_united_states,21,,"judgment_29_davis_v_united_states, p.21",yes,Davis v. United States (1990),"Fifth Amendment, self-incrimination, rule of law",high,judgment_29_davis_v_united_states_p21_c21,"government when it provided in the Fifth Amendment that an individual cannot be compelled to be a witness against himself. That right cannot be abridged. As Mr. Justice Brandéis once observed: “Decency, security and liberty alike demand that government officials shall be subjected to the same *480 r..."
Q087,"For tax years beginning after 2017, how long do you have to complete the rollover of a qualified plan loan offset?",pov,factual,Until the due date (including extensions) for your tax return for the tax year in which the offset occurs,pov_jct_03_charitable,23,,"pov_jct_03_charitable, p.23",yes,Jct Report: 03 Charitable,"qualified plan loan offset, rollover",high,pov_jct_03_charitable_p23_c46,"Plan loan offset. A plan loan offset is the amount your employer plan account balance is reduced, or offset, to re- pay a loan from the plan. How long you have to complete the rollover of a plan loan offset depends on what kind of plan loan offset you have. For tax years beginning after 2017, if you..."
Q088,"What is the amount excludable from an employee's gross income for qualified adoption expenses furnished pursuant to an adoption assistance program, and at what modified adjusted gross income level does it begin to phase out?",pov,factual,"The amount excludable from an employee's gross income for qualified adoption expenses furnished pursuant to an adoption assistance program is $15,950, and it begins to phase out under § 137(b)(2)(A) for taxpayers with modified adjusted gross income in excess of $239,230.",pov_jct_04_retirement,15,,"pov_jct_04_retirement, p.15",yes,Jct Report: 04 Retirement,"qualified adoption expenses, modified adjusted gross income, adoption assistance program",high,pov_jct_04_retirement_p15_c15,"- 15 - income for the amounts paid or expenses incurred by an employer for qualified adoption expenses furnished pursuant to an adoption assistance program for adoptions by the employee is $15,950. The amount excludable from an employee’s gross income begins to phase out under § 137(b)(2)(A) for tax..."
Q089,"How is the unadjusted basis of a car determined for depreciation deduction purposes, and what happens to the unrecovered basis after the recovery period ends?",tax,multi_hop,"The unadjusted basis is determined by subtracting the section 179 deduction from the cost of the qualifying property multiplied by business use. After the recovery period ends, if there is unrecovered basis, it can be deducted subject to depreciation limits if the car continues to be used for business.",tax_pub463,30,,"tax_pub463, p.30",yes,IRS Publication 463 - Travel Gift and Car Expenses,"unadjusted basis, recovery period, unrecovered basis, section 179 deduction",high,tax_pub463_p30_c56,"deduction for the car. The car isn’t qualified property for purposes of the special depreciation allowance. Before applying the limit, you figure your maximum sec- tion 179 deduction to be $9,000. This is the cost of your qualifying property (up to the maximum $2,500,000 amount) multiplied by your b..."
Q090,"How do the rules for amortizing business startup and organizational costs differ for costs paid or incurred before October 23, 2004, versus those paid or incurred on or after this date, and what implications does this have for the treatment of these costs under the tax law?",tax,interpretive,"For costs paid or incurred before October 23, 2004, taxpayers can elect to amortize business startup and organizational costs over an amortization period of 60 months or more, whereas the rules that apply for costs paid or incurred on or after October 23, 2004, are subject to different amortization rules as implied by the text, suggesting a change in the tax treatment of these costs.",tax_pub535,29,,"tax_pub535, p.29",yes,IRS Publication 535 - Business Expenses,"amortization period, business startup costs, organizational costs",medium,tax_pub535_p29_c82,"9, 2008, will apply. For costs paid or incurred before October 23, 2004, you can elect to amortize business startup and organizational costs over an amorti- zation period of 60 months or more. See How To Make the Election, later. The cost must qualify as one of the follow- ing. • A business startup ..."
Q091,"What forms can separable activities take, according to the provided text?",pov,factual,"Separable activities may take many forms including, for example, the use of an intermediary employed for tax benefits and whose actions or involvement was unnecessary to accomplish an overarching non-tax objective.",pov_crs_10_penalties,4,,"pov_crs_10_penalties, p.4",yes,Crs Report: 10 Penalties,"separable activities, intermediary",high,pov_crs_10_penalties_p4_c4,"4 Generally, when a plan that generated a tax benefit involves a series of interconnected steps with a common objective, the “transaction” includes all of the steps taken together – an aggregation approach. This means that every step in the series will be considered when analyzing whether the “trans..."
Q092,"What is the implication of the 1976 amendment to subsection (c) of IRC §1001, which substituted the provision recognizing the entire amount of gain or loss, and how does it affect the determination of gain or loss to be recognized?",act,interpretive,"The 1976 amendment to subsection (c) of IRC §1001 implies that the entire amount of gain or loss is recognized, except as otherwise provided, which deviates from the previous provision that referred to section 1002 for determining the extent of gain or loss to be recognized. This change suggests a shift towards a more comprehensive recognition of gain or loss, potentially impacting taxpayers' liabilities.",act_sec1001,2,IRC §1001,"act_sec1001, p.2",yes,IRC Section 1001 - Gain or Loss on Disposition,"gain or loss, subsection (c), 1976 amendment",medium,act_sec1001_p2_c4,(e)(1). Pub. L. 98–369 inserted reference to section 1041. 1980—Subsec. (e)(1). Pub. L. 96–223 repealed the amendment made by Pub. L. 95–600. See 1978 Amend- ment note below. 1978—Subsec. (e)(1). Pub. L. 95–600 inserted reference to section 1023. See Repeals note below. 1976—Subsec. (c). Pub. L. 94–...
Q093,"What is the definition of personal property under the former subsection (f), and how does the redesignation of subsections by Pub. L. 101–508 affect the computation of the allowance under subsection (a) with respect to such property?",act,multi_hop,"Personal property is defined as depreciable personal property (other than livestock) with a useful life of 3 years or more acquired after October 16, 1962, under former subsection (f). The redesignation of subsections by Pub. L. 101–508, specifically the redesignation of subsec. (s) as (f) and the striking out of former subsec. (f), affects the computation of the allowance under subsection (a) as the new subsection (f) no longer contains the rule allowing a reduction of salvage value by an amount not exceeding 10 percent of the basis of such property.",act_sec167,6,IRC §167,"act_sec167, p.6",yes,IRC Section 167 - Depreciation,"personal property, salvage value, redesignation",high,act_sec167_p6_c13,"heading and text. Subsec. (f). Pub. L. 101–508, § 11812(a)(1), redesignated subsec. (s) as (f) and struck out former subsec. (f) ‘‘Sal- vage value’’ which read as follows: ‘‘(1) GENERAL RULE.—Under regulations prescribed by the Secretary, a taxpayer may, for purposes of com- puting the allowance und..."
Q094,"How did the court interpret the application of § 752(c) in relation to § 752(a) and (b) transactions, and what was the underlying rationale for this interpretation?",judgment,interpretive,"The court interpreted § 752(c) to apply only to § 752(a) and (b) transactions, and not to limit the amount realized in a sale or exchange of a partnership interest under § 752(d), in order to prevent a partner from inflating the basis of his partnership interest, as there is no potential for similar abuse in the context of § 752(d) sales of partnership interests to unrelated third parties.",judgment_16_commissioner_v_tufts,9,,"judgment_16_commissioner_v_tufts, p.9",yes,Commissioner v. Tufts (1983),"§ 752(c), § 752(a), § 752(b), § 752(d), partnership interest",high,judgment_16_commissioner_v_tufts_p9_c9,"ections (a) and (b), Congress apparently intended § 752(c) to prevent a partner from inflating the basis of his partnership interest. Otherwise, a partner with no additional capital at risk in the partnership could raise the § 704(d) limit on his distributive share of partnership losses or could red..."
Q095,What sections give non-recognition treatment to sales and reinvestment transactions in limited circumstances?,judgment,factual,Sections 1033 and 1034,judgment_10_starker_v_united_states,4,,"judgment_10_starker_v_united_states, p.4",yes,Starker v. United States (1979),"non-recognition treatment, §§ 1033 and 1034",high,judgment_10_starker_v_united_states_p4_c4,"change. He transferred all of his rights in the timberland to Crown in return for a promise, here called an exchange balance. At the time of the transfer, Crown did not own any of the twelve parcels which Crown either transferred or caused to be transferred to plaintiff or to plaintiff’s nominees. W..."
Q096,In what year was the Eisner v. Macomber case decided?,judgment,factual,1920,judgment_09_cottage_savings_association_v_commissioner,6,,"judgment_09_cottage_savings_association_v_commissioner, p.6",yes,Cottage Savings Association v. Commissioner (1991),"Eisner v. Macomber, realization requirement",high,judgment_09_cottage_savings_association_v_commissioner_p6_c6,"(1924); Marr v. United States, 268 U.S. 536 , 540 -542, 45 S.Ct. 575, 576-577, 69 L.Ed. 1079 (1925); see also Eisner v. Macomber, 252 U.S. 189 , 207 -212, 40 S.Ct. 189, 193-195, 64 L.Ed. 521 (1920) (recognizing realization requirement). Because these decisions were part of the ""contemporary legal co..."
Q097,"What requirements must an organization meet to limit charges for emergency or medically necessary care, and how do these requirements relate to the billing and collection actions described in paragraph (6)?",act,multi_hop,"To limit charges, an organization must limit amounts charged to not more than the amounts generally billed to individuals who have insurance covering such care, as described in paragraph (5)(A), and must also prohibit the use of gross charges, as stated in paragraph (5)(B). These requirements relate to the billing and collection actions in paragraph (6), which mandates that the organization does not engage in extraordinary collection actions before making reasonable efforts to determine whether the individual is eligible for assistance under the financial assistance policy described in paragraph (4)(A).",act_sec501,15,IRC §501,"act_sec501, p.15",yes,IRC Section 501 - Tax-Exempt Organizations,"financial assistance policy, emergency or medically necessary care, billing and collection requirements",high,act_sec501_p15_c29,Page 1674 TITLE 26—INTERNAL REVENUE CODE § 501 for emergency medical conditions (within the meaning of section 1867 of the Social Se- curity Act (42 U.S.C. 1395dd)) to individuals regardless of their eligibility under the fi- nancial assistance policy described in sub- paragraph (A). (5) Limitation ...
Q098,How does the qualification of a pension plan under IRC §401 impact the tax treatment of contributions made to the plan?,act,interpretive,"The text does not provide explicit details, however, it implies that qualified pension plans have specific tax implications, suggesting that contributions may be deductible, but the exact impact is not defined within the given text.",act_sec401,3,IRC §401,"act_sec401, p.3",yes,IRC Section 401 - Qualified Pension Plans,"qualified pension plan, tax treatment, IRC §401",low,act_sec401_p3_c3,Browse • A to Z • Category • Date • Committee • Author About • About • Policies • Authentication • Digital Preservation • History • Agency Submission • U.S. Government Information • FDsys Retirement Developers • Developer Hub • API • Bulk Data Repository • Link Service • Feeds • Sitemaps • System De...
Q099,"What is the treatment of charitable contributions made to organizations described in section 170(b)(1)(A), and how does this treatment relate to the rules regarding donor advised funds as defined in section 4966(d)(2)?",act,multi_hop,"Charitable contributions made in cash to organizations described in section 170(b)(1)(A) are subject to certain rules, as outlined in section 170. Specifically, these contributions are not eligible for deduction if they are made to an organization described in section 509(a)(3), or if they are made for the establishment of a new, or maintenance of an existing, donor advised fund (as defined in section 4966(d)(2)). This treatment is outlined in section 170(d) and is further clarified by the definition of donor advised funds in section 4966(d)(2).",act_sec170,20,IRC §170,"act_sec170, p.20",yes,IRC Section 170 - Charitable Contributions,"charitable contributions, donor advised funds, section 170(b)(1)(A)",high,act_sec170_p20_c42,"Page 860 TITLE 26—INTERNAL REVENUE CODE § 170 tion were contributions made in cash during such taxable year (determined without regard to subsections (b)(1)(G)(ii) and (d)(1)) to an organi- zation described in section 170(b)(1)(A) and not— (1) to an organization described in section 509(a)(3), or (2..."
Q100,How is the fair market value of digital assets determined when received as payment for services?,tax,factual,The fair market value of digital assets is determined as of the date(s) of receipt,tax_pub550,59,,"tax_pub550, p.59",yes,IRS Publication 550 - Investment Income and Expenses,"fair market value, digital assets",high,tax_pub550_p59_c117,"property's fair market value or the adjusted basis of the previous owner. Fair market value. This is the price at which the property would change hands between a buyer and a seller, neither being forced to buy or sell and both having reasonable knowledge of all the relevant facts. Sales of similar p..."
